user_id,timestamp,location,amount,merchant,device
user_0,2025-08-13 13:05:41.935095,Bangalore,521.11,Grocery,android
user_0,2025-08-14 02:38:41.935095,Bangalore,1053.95,Grocery,android
user_0,2025-08-14 12:15:41.935095,Bangalore,1249.86,Electronics,android
user_0,2025-08-14 20:49:41.935095,Bangalore,1927.85,Cafe,android
user_0,2025-08-14 22:43:41.935095,Bangalore,1276.34,Cafe,android
user_0,2025-08-15 11:00:41.935095,Bangalore,1248.75,Online Store,android
user_0,2025-08-16 05:30:41.935095,Bangalore,1472.19,Electronics,android
user_0,2025-08-17 00:41:41.935095,Bangalore,923.86,Cafe,android
user_0,2025-08-17 08:46:41.935095,Bangalore,1171.64,Cafe,android
user_0,2025-08-18 01:41:41.935095,Bangalore,942.16,Electronics,android
user_0,2025-08-19 00:21:41.935095,Bangalore,1363.36,Grocery,android
user_0,2025-08-19 15:17:41.935095,Bangalore,1204.91,Cafe,android
user_0,2025-08-19 20:29:41.935095,Bangalore,1564.72,Electronics,android
user_0,2025-08-20 00:32:41.935095,Bangalore,563.58,Cafe,android
user_0,2025-08-20 18:00:41.935095,Bangalore,557.6,Electronics,android
user_0,2025-08-21 06:49:41.935095,Bangalore,1551.32,Electronics,android
user_0,2025-08-21 23:45:41.935095,Bangalore,1384.41,Electronics,android
user_0,2025-08-22 07:55:41.935095,Bangalore,945.47,Electronics,android
user_0,2025-08-22 23:43:41.935095,Bangalore,1238.79,Electronics,android
user_0,2025-08-23 22:54:41.935095,Bangalore,1493.11,Cafe,android
user_0,2025-08-24 04:15:41.935095,Bangalore,518.79,Cafe,android
user_0,2025-08-24 15:37:41.935095,Bangalore,997.23,Grocery,android
user_0,2025-08-25 08:23:41.935095,Bangalore,970.47,Online Store,android
user_0,2025-08-25 18:19:41.935095,Bangalore,868.54,Cafe,android
user_0,2025-08-25 21:41:41.935095,Bangalore,1157.14,Online Store,android
user_0,2025-08-26 20:56:41.935095,Bangalore,2001.83,Grocery,android
user_0,2025-08-27 06:23:41.935095,Bangalore,1330.5,Grocery,android
user_0,2025-08-28 00:31:41.935095,Bangalore,1685.22,Cafe,android
user_0,2025-08-28 15:29:41.935095,Bangalore,614.63,Cafe,android
user_0,2025-08-28 23:12:41.935095,Bangalore,555.43,Electronics,android
user_0,2025-08-29 14:48:41.935095,Bangalore,968.68,Grocery,android
user_0,2025-08-30 06:41:41.935095,Bangalore,751.21,Grocery,android
user_0,2025-08-30 21:25:41.935095,Bangalore,2251.52,Grocery,android
user_0,2025-08-31 08:21:41.935095,Bangalore,715.35,Grocery,android
user_0,2025-08-31 22:48:41.935095,Bangalore,1219.15,Cafe,android
user_0,2025-09-01 17:00:41.935095,Bangalore,1211.44,Cafe,android
user_0,2025-09-02 11:52:41.935095,Bangalore,1971.27,Cafe,android
user_0,2025-09-02 23:29:41.935095,Bangalore,1261.29,Cafe,android
user_0,2025-09-03 18:40:41.935095,Bangalore,908.87,Electronics,android
user_0,2025-09-04 12:20:41.935095,Bangalore,810.36,Electronics,android
user_0,2025-09-04 19:10:41.935095,Bangalore,1541.34,Online Store,android
user_0,2025-09-05 14:27:41.935095,Bangalore,1265.19,Online Store,android
user_0,2025-09-05 21:56:41.935095,Bangalore,1744.33,Cafe,android
user_0,2025-09-06 18:25:41.935095,Bangalore,1545.95,Cafe,android
user_0,2025-09-07 13:22:41.935095,Bangalore,476.45,Electronics,android
user_0,2025-09-08 09:17:41.935095,Bangalore,1804.27,Grocery,android
user_0,2025-09-09 07:18:41.935095,Bangalore,1591.36,Electronics,android
user_0,2025-09-09 18:26:41.935095,Bangalore,601.05,Online Store,android
user_0,2025-09-09 19:41:41.935095,Bangalore,1087.84,Cafe,android
user_0,2025-09-10 05:36:41.935095,Bangalore,941.07,Electronics,android
user_0,2025-09-10 07:01:41.935095,Bangalore,813.17,Cafe,android
user_0,2025-09-11 05:23:41.935095,Bangalore,1191.89,Online Store,android
user_0,2025-09-11 21:03:41.935095,Bangalore,1782.74,Online Store,android
user_0,2025-09-12 14:25:41.935095,Bangalore,1197.45,Online Store,android
user_0,2025-09-13 00:00:41.935095,Bangalore,2243.95,Electronics,android
user_0,2025-09-13 18:33:41.935095,Bangalore,872.11,Cafe,android
user_0,2025-09-14 10:44:41.935095,Bangalore,674.73,Electronics,android
user_0,2025-09-14 16:01:41.935095,Bangalore,1255.59,Online Store,android
user_0,2025-09-15 11:16:41.935095,Bangalore,1036.52,Cafe,android
user_0,2025-09-15 20:46:41.935095,Bangalore,962.11,Online Store,android
user_0,2025-09-16 15:48:41.935095,Bangalore,489.2,Grocery,android
user_0,2025-09-17 10:31:41.935095,Bangalore,379.63,Online Store,android
user_0,2025-09-17 14:22:41.935095,Bangalore,1444.34,Grocery,android
user_0,2025-09-17 17:21:41.935095,Bangalore,810.45,Online Store,android
user_0,2025-09-18 05:38:41.935095,Bangalore,997.44,Grocery,android
user_0,2025-09-18 10:04:41.935095,Bangalore,605.05,Grocery,android
user_0,2025-09-19 06:51:41.935095,Bangalore,1071.75,Online Store,android
user_0,2025-09-19 08:59:41.935095,Bangalore,1873.41,Cafe,android
user_0,2025-09-19 15:52:41.935095,Bangalore,1509.36,Online Store,android
user_0,2025-09-20 07:51:41.935095,Bangalore,2095.64,Grocery,android
user_0,2025-09-21 00:02:41.935095,Bangalore,1310.12,Electronics,android
user_0,2025-09-21 16:00:41.935095,Bangalore,1111.31,Electronics,android
user_0,2025-09-21 21:28:41.935095,Bangalore,870.0,Online Store,android
user_0,2025-09-22 05:00:41.935095,Bangalore,1642.76,Grocery,android
user_0,2025-09-22 22:41:41.935095,Bangalore,2210.2,Online Store,android
user_0,2025-09-23 06:09:41.935095,Bangalore,1087.7,Electronics,android
user_0,2025-09-24 03:52:41.935095,Bangalore,715.6,Online Store,android
user_0,2025-09-25 01:40:41.935095,Bangalore,1214.91,Online Store,android
user_0,2025-09-25 04:42:41.935095,Bangalore,663.21,Online Store,android
user_0,2025-09-26 02:50:41.935095,Bangalore,1683.26,Online Store,android
user_0,2025-09-26 23:47:41.935095,Bangalore,279.06,Electronics,android
