user_id,timestamp,location,amount,merchant,device,is_fraud
user_0,2025-08-13 19:40:00.491528,Delhi,1044.6,Grocery,web,
user_0,2025-08-14 15:11:00.491528,Delhi,1268.3,Online Store,web,
user_0,2025-08-15 09:15:00.491528,Delhi,1979.3,Grocery,web,
user_0,2025-08-15 20:43:00.491528,Delhi,973.21,Grocery,web,
user_0,2025-08-15 23:23:00.491528,Delhi,1371.52,Cafe,web,
user_0,2025-08-16 05:35:00.491528,Delhi,1589.42,Cafe,web,
user_0,2025-08-16 17:26:00.491528,Delhi,1673.83,Grocery,web,
user_0,2025-08-17 15:23:00.491528,Delhi,1284.96,Electronics,web,
user_0,2025-08-18 12:50:00.491528,Delhi,664.62,Online Store,web,
user_0,2025-08-19 04:34:00.491528,Delhi,1317.7,Cafe,web,
user_0,2025-08-19 07:18:00.491528,Delhi,1259.62,Online Store,web,
user_0,2025-08-19 22:56:00.491528,Delhi,1295.05,Cafe,web,
user_0,2025-08-20 13:06:00.491528,Delhi,874.18,Online Store,web,
user_0,2025-08-21 03:36:00.491528,Delhi,487.56,Cafe,web,
user_0,2025-08-21 05:23:00.491528,Delhi,285.29,Electronics,web,
user_0,2025-08-21 13:40:00.491528,Delhi,1012.03,Grocery,web,
user_0,2025-08-22 01:24:00.491528,Delhi,1525.19,Electronics,web,
user_0,2025-08-22 22:47:00.491528,Delhi,1121.91,Grocery,web,
user_0,2025-08-22 23:29:00.491528,Delhi,1410.5,Cafe,web,
user_0,2025-08-23 10:06:00.491528,Delhi,1231.01,Grocery,web,
user_0,2025-08-23 12:25:00.491528,Delhi,1629.08,Cafe,web,
user_0,2025-08-23 20:46:00.491528,Delhi,1629.51,Grocery,web,
user_0,2025-08-24 00:50:00.491528,Delhi,1414.8,Cafe,web,
user_0,2025-08-24 11:12:00.491528,Delhi,686.51,Cafe,web,
user_0,2025-08-25 07:15:00.491528,Delhi,50.0,Cafe,web,
user_0,2025-08-26 05:34:00.491528,Delhi,594.14,Online Store,web,
user_0,2025-08-27 05:24:00.491528,Delhi,893.91,Electronics,web,
user_0,2025-08-27 21:18:00.491528,Delhi,851.56,Cafe,web,
user_0,2025-08-28 20:18:00.491528,Delhi,211.97,Grocery,web,
user_0,2025-08-28 21:21:00.491528,Delhi,1233.89,Electronics,web,
user_0,2025-08-29 13:25:00.491528,Delhi,1846.11,Online Store,web,
user_0,2025-08-30 02:34:00.491528,Delhi,410.3,Cafe,web,
user_0,2025-08-30 19:44:00.491528,Delhi,900.74,Electronics,web,
user_0,2025-08-31 10:56:00.491528,Delhi,1504.56,Grocery,web,
user_0,2025-08-31 11:39:00.491528,Delhi,1036.2,Cafe,web,
user_0,2025-09-01 09:02:00.491528,Delhi,1524.09,Online Store,web,
user_0,2025-09-01 17:48:00.491528,Delhi,540.0,Cafe,web,
user_0,2025-09-01 19:29:00.491528,Delhi,1426.41,Cafe,web,
user_0,2025-09-02 09:27:00.491528,Delhi,1129.73,Cafe,web,
user_0,2025-09-03 03:08:00.491528,Delhi,649.14,Electronics,web,
user_0,2025-09-03 09:47:00.491528,Delhi,857.83,Online Store,web,
user_0,2025-09-03 10:22:00.491528,Delhi,1238.14,Online Store,web,
user_0,2025-09-03 23:08:00.491528,Delhi,1573.29,Online Store,web,
user_0,2025-09-04 15:00:00.491528,Delhi,1115.88,Online Store,web,
user_0,2025-09-05 12:27:00.491528,Delhi,1699.93,Grocery,web,
user_0,2025-09-05 15:36:00.491528,Delhi,1009.06,Online Store,web,
user_0,2025-09-06 00:25:00.491528,Delhi,2076.04,Electronics,web,
user_0,2025-09-06 07:26:00.491528,Delhi,993.04,Grocery,web,
user_0,2025-09-07 04:08:00.491528,Delhi,1836.62,Online Store,web,
user_0,2025-09-07 09:26:00.491528,Delhi,1113.79,Grocery,web,
user_0,2025-09-07 17:44:00.491528,Delhi,1193.13,Online Store,web,
user_0,2025-09-08 10:28:00.491528,Delhi,517.0,Grocery,web,
user_0,2025-09-09 04:33:00.491528,Delhi,934.69,Online Store,web,
user_0,2025-09-09 12:58:00.491528,Delhi,1335.34,Online Store,web,
user_0,2025-09-09 14:20:00.491528,Delhi,1555.83,Cafe,web,
user_0,2025-09-09 19:12:00.491528,Delhi,1443.91,Online Store,web,
user_0,2025-09-09 21:02:00.491528,Delhi,1929.68,Online Store,web,
user_0,2025-09-10 11:55:00.491528,Delhi,1053.16,Grocery,web,
user_0,2025-09-10 17:01:00.491528,Delhi,1612.52,Electronics,web,
user_0,2025-09-11 12:12:00.491528,Delhi,1366.1,Online Store,web,
user_0,2025-09-12 02:30:00.491528,Delhi,577.81,Cafe,web,
user_0,2025-09-12 21:07:00.491528,Delhi,1163.9,Grocery,web,
user_0,2025-09-13 08:52:00.491528,Delhi,1245.13,Grocery,web,
user_0,2025-09-13 20:02:00.491528,Delhi,1435.73,Online Store,web,
user_0,2025-09-14 10:55:00.491528,Delhi,863.81,Grocery,web,
user_0,2025-09-15 09:06:00.491528,Delhi,1829.38,Online Store,web,
user_0,2025-09-16 02:17:00.491528,Delhi,1136.8,Electronics,web,
user_0,2025-09-16 19:32:00.491528,Delhi,1601.75,Electronics,web,
user_0,2025-09-17 14:28:00.491528,Delhi,412.79,Electronics,web,
user_0,2025-09-18 11:13:00.491528,Delhi,814.35,Online Store,web,
user_0,2025-09-18 13:42:00.491528,Delhi,833.1,Electronics,web,
user_0,2025-09-18 23:22:00.491528,Delhi,896.32,Electronics,web,
user_0,2025-09-19 10:20:00.491528,Delhi,751.86,Electronics,web,
user_0,2025-09-19 14:18:00.491528,Delhi,1355.74,Online Store,web,
user_0,2025-09-20 01:52:00.491528,Delhi,1240.89,Electronics,web,
user_0,2025-09-20 02:34:00.491528,Delhi,314.39,Electronics,web,
user_0,2025-09-20 07:43:00.491528,Delhi,50.0,Online Store,web,
user_0,2025-09-20 13:31:00.491528,Delhi,872.78,Grocery,web,
user_0,2025-09-21 08:51:00.491528,Delhi,1675.18,Cafe,web,
user_0,2025-09-21 12:37:00.491528,Delhi,1590.47,Grocery,web,
user_0,2025-09-22 03:31:00.491528,Delhi,1328.58,Online Store,web,
user_0,2025-09-22 17:12:00.491528,Delhi,1500.85,Grocery,web,
user_0,2025-09-22 23:40:00.491528,Delhi,339.53,Electronics,web,
user_0,2025-09-23 22:17:00.491528,Delhi,962.46,Grocery,web,
user_0,2025-09-24 11:16:00.491528,Delhi,965.77,Online Store,web,
user_0,2025-09-25 09:08:00.491528,Delhi,951.78,Electronics,web,
user_0,2025-09-25 12:58:00.491528,Delhi,1384.85,Cafe,web,
user_0,2025-09-25 15:40:00.491528,Delhi,1276.32,Grocery,web,
user_0,2025-09-25 18:42:00.491528,Delhi,1020.14,Electronics,web,
user_0,2025-09-25 23:16:00.491528,Delhi,1424.49,Electronics,web,
user_0,2025-09-25 23:47:00.491528,Delhi,1064.54,Cafe,web,
user_0,2025-09-26 19:21:00.491528,Delhi,1713.05,Electronics,web,
user_0,2025-09-27 02:48:00.491528,Delhi,1112.82,Cafe,web,
user_0,2025-09-27 07:34:00.491528,Delhi,1492.78,Grocery,web,
user_0,2025-09-27 20:40:00.491528,Delhi,1214.13,Online Store,web,
user_0,2025-09-28 03:56:00.491528,Delhi,1366.17,Grocery,web,
user_0,2025-09-29 00:30:00.491528,Delhi,215.26,Online Store,web,
user_0,2025-09-29 10:37:00.491528,Delhi,978.16,Cafe,web,
user_0,2025-09-30 00:25:00.491528,Delhi,840.45,Grocery,web,
user_0,2025-09-30 15:50:00.491528,Delhi,1792.14,Grocery,web,
user_1,2025-08-13 17:29:00.492216,Mumbai,1694.07,Online Store,web,
user_1,2025-08-14 14:01:00.492216,Mumbai,530.02,Online Store,web,
user_1,2025-08-14 23:04:00.492216,Mumbai,325.47,Online Store,web,
user_1,2025-08-15 05:39:00.492216,Mumbai,989.03,Cafe,web,
user_1,2025-08-15 08:32:00.492216,Mumbai,1241.39,Cafe,web,
user_1,2025-08-15 15:42:00.492216,Mumbai,554.82,Cafe,web,
user_1,2025-08-16 05:25:00.492216,Mumbai,547.77,Electronics,web,
user_1,2025-08-16 10:58:00.492216,Mumbai,1403.51,Cafe,web,
user_1,2025-08-16 18:28:00.492216,Mumbai,610.58,Electronics,web,
user_1,2025-08-17 18:23:00.492216,Mumbai,862.69,Electronics,web,
user_1,2025-08-17 19:05:00.492216,Mumbai,556.59,Grocery,web,
user_1,2025-08-18 01:58:00.492216,Mumbai,1512.96,Electronics,web,
user_1,2025-08-18 05:23:00.492216,Mumbai,1185.16,Grocery,web,
user_1,2025-08-18 06:41:00.492216,Mumbai,1369.99,Grocery,web,
user_1,2025-08-18 20:37:00.492216,Mumbai,983.22,Cafe,web,
user_1,2025-08-19 12:44:00.492216,Mumbai,1066.24,Electronics,web,
user_1,2025-08-20 02:44:00.492216,Mumbai,1123.99,Electronics,web,
user_1,2025-08-20 14:43:00.492216,Mumbai,557.96,Electronics,web,
user_1,2025-08-21 04:39:00.492216,Mumbai,1113.03,Grocery,web,
user_1,2025-08-21 11:45:00.492216,Mumbai,1793.33,Grocery,web,
user_1,2025-08-22 08:03:00.492216,Mumbai,649.68,Electronics,web,
user_1,2025-08-22 11:08:00.492216,Mumbai,387.86,Cafe,web,
user_1,2025-08-22 16:41:00.492216,Mumbai,546.2,Cafe,web,
user_1,2025-08-23 00:50:00.492216,Mumbai,1042.44,Cafe,web,
user_1,2025-08-23 02:34:00.492216,Mumbai,1004.18,Grocery,web,
